FID,SITE_SEQ_N,SOURCE_SIT,HICAP_WELL,WI_UNIQUE_,PROPERTY_S,SOURCE_TYP,WATER_USE_,WATER_USE1,GLC_WATER_,SOURCE_STA,APPROVAL_D,COMPLETION,MAX_HYDR_C,MAX_DAILY_,ACTIVE_SOU,OPEN_INT_T,OPEN_INT_B,WELL_DEPTH,SCREENED,ELEV_M
2950,26590,22584,92690, ,14541,Groundwater,IN63,Construction dewatering,Industrial,APPROVED new source,2019/04/11 00:00:00+00,,864000,90000,N,0,0,0, ,309.4695382
2951,26598,22592,92698, ,6361,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2019/05/03 00:00:00+00,,1440000,1440000,N,0,0,0, ,309.9968363
2952,26603,22597,92703, ,14549,Groundwater,IN63,Construction dewatering,Industrial,APPROVED new source,2019/05/07 00:00:00+00,,7325280,7325280,N,0,0,0, ,334.5850471
2953,23324,19419,73340, ,7270,Groundwater,IR10,Agricultural irrigation,Irrigation,WITHDRAWN - condition-based,,,1440000,0,N,0,0,0, ,330.9274471
2954,9425,5673,35331,BD769,7848,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1978/10/27 00:00:00+00,1972/08/01 00:00:00+00,1152000,1152000,Y,0,0,0, ,293.8461012
2955,23338,19433,73353,XK643,13395,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/04/03 00:00:00+00,2014/05/08 00:00:00+00,1152000,1152000,Y,185,101,138,N,238.7117363
2956,9292,6054,36721,BE197,7283,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/03/21 00:00:00+00,1984/04/21 00:00:00+00,1440000,1440000,Y,0,0,0, ,334.6155196
2957,23345,19439,73371,XG510,13398,Groundwater,DS12,Privt/multi residences,Commercial,LOCAP Residential or Fire Well,2013/09/13 00:00:00+00,2013/11/07 00:00:00+00,64800,64800,N,240,239,60,Y,299.1572375
2958,9801,10846,90847,TB219,9170,Groundwater,PS32,Academic institution,Commercial,EXISTING source,2005/03/31 00:00:00+00,2005/07/29 00:00:00+00,57600,7000,Y,233,219,46,N,264.9620056
2959,23369,19461,73392, ,13405,Groundwater,IR10,Agricultural irrigation,Irrigation,WITHDRAWN - condition-based,2013/11/01 00:00:00+00,,1440000,1440000,N,0,0,0, ,363.0625274
2960,9913,3052,3389,OI071,9514,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2001/08/17 00:00:00+00,2001/11/16 00:00:00+00,1440000,1440000,Y,193,184,53,N,237.677002
2961,23372,19464,73394,XI392,13407,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/04/10 00:00:00+00,2014/05/16 00:00:00+00,1224000,1224000,Y,175,122,117,N,239.0296518
2962,9049,1014,369,CR159,10815,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1989/07/07 00:00:00+00,1989/07/08 00:00:00+00,1440000,1440000,Y,288,288,30,N,318.3483451
2963,23389,19481,73431,YK309,7310,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,2013/10/01 00:00:00+00,2013/10/15 00:00:00+00,99360,99000,Y,266,264,46,Y,309.3445598
2964,9137,4750,23685,BC743,6565,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2012/10/26 00:00:00+00,1959/10/05 00:00:00+00,1440000,1440000,Y,0,0,0, ,325.5538216
2965,23390,19482,73433,XH345,10165,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,2013/10/23 00:00:00+00,2014/05/13 00:00:00+00,57600,50000,Y,317,315,17,Y,332.0734981
2966,23415,19506,73460,XK640,13426,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/04/03 00:00:00+00,2014/04/11 00:00:00+00,1728000,1728000,Y,289,271,40,Y,310.3900402
2967,23440,19529,73481,XE049,13435,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/11/27 00:00:00+00,2014/04/03 00:00:00+00,720000,720000,Y,316,310,29,Y,338.712051
2968,23451,19540,73492, ,13439,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,2014/06/25 00:00:00+00,,1224000,1224000,N,0,0,0, ,252.798988
2969,19112,15452,79263,BF922,11873,Groundwater,PS11,Public utility,Public,EXISTING source,1976/07/20 00:00:00+00,,1440000,1440000,Y,200,128,107,N,235.0888877
2970,19181,15516,1939,LT646,6382,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,1997/04/24 00:00:00+00,1997/04/28 00:00:00+00,1440000,1440000,N,297,288,30,Y,318.3544471
2971,19291,15626,1279,FR739,11892,Groundwater,IR24,Berry irrig not cranb,Irrigation,APPROVED well with well report,1994/04/20 00:00:00+00,1994/04/28 00:00:00+00,432000,432000,Y,313,307,19,Y,325.8189961
2972,20303,16428,0, ,12258,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,74294028,0,Y,0,0,0, ,315.4375274
2973,20468,16539,71809,LV657,12320,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2011/11/08 00:00:00+00,1997/05/14 00:00:00+00,28800,2000,N,276,275,30,Y,305.6382
2974,20462,16534,0, ,12316,Surface Water,IN10,Paper manufacturing,Industrial,EXISTING source,,,7200000,0,Y,0,0,0, ,309.2043637
2975,20512,16581,71870,WQ622,14242,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2011/12/28 00:00:00+00,2012/04/03 00:00:00+00,1440000,1440000,Y,306,296,29,Y,325.4166765
2976,20636,16683,0, ,10426,Surface Water,IR10,Agricultural irrigation,Irrigation,EXISTING source,,,0,0,Y,0,0,0, ,327.1814804
2977,21558,17720,72496,WY212,12659,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/11/06 00:00:00+00,2012/11/26 00:00:00+00,1152000,1152000,Y,209,186,78,N,263.7745228
2978,21656,17816,72608, ,12700,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/01/08 00:00:00+00,,28800,2000,N,0,0,0, ,341.4430471
2979,21761,17917,72674, ,6395,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2013/01/29 00:00:00+00,,1440000,1440000,N,0,0,0, ,281.4593224
2980,22402,18553,72766, ,12998,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,2013/03/04 00:00:00+00,1980/06/07 00:00:00+00,43200,2000,Y,0,0,0, ,257.6398274
2981,22444,18595,72538, ,12489,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2012/12/05 00:00:00+00,,14400,0,N,0,0,0, ,271.2780151
2982,22580,18727,73060,CN216,13071,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/06/05 00:00:00+00,1990/09/12 00:00:00+00,14400,600,N,245,244,47,Y,291.2829895
2983,22702,18845,72658, ,12733,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/01/23 00:00:00+00,2012/07/19 00:00:00+00,21600,2000,N,0,0,0, ,308.1619529
2984,18065,11943,88502,BH505,10894,Groundwater,PS11,Public utility,Public,EXISTING source,1982/06/17 00:00:00+00,1982/08/03 00:00:00+00,864000,864000,Y,324,319,20,Y,338.9040765
2985,18074,11952,466,AV462,11170,Groundwater,PS11,Public utility,Public,APPROVED well with well report,1988/08/26 00:00:00+00,1988/10/24 00:00:00+00,1944000,1944000,Y,304,301,34,Y,334.5515235
2986,19190,15525,24149,BD172,6680,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,1988/02/08 00:00:00+00,,1440000,1440000,N,0,0,0, ,324.8558549
2987,19208,15543,109, ,7633,Groundwater,IR10,Agricultural irrigation,Irrigation,MAY BE TERMINATED no documentation,1982/07/13 00:00:00+00,1966/05/25 00:00:00+00,1008000,1008000,Y,0,0,0, ,319.7168941
2988,19269,15604,24038,BD077,6612,Groundwater,IR10,Agricultural irrigation,Irrigation,Abandoned by RECONSTRUCTION,1979/04/30 00:00:00+00,1977/06/08 00:00:00+00,1440000,1440000,N,0,0,0, ,319.6528981
2989,19309,15642,90534,LM653,9170,Groundwater,PS50,Schools (K-12),Commercial,APPROVED well with well report,1996/10/11 00:00:00+00,1996/11/19 00:00:00+00,129600,15000,Y,231,219,46,N,264.9620056
2990,19332,15665,70997, ,11907,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2010/01/01 00:00:00+00,,1440000,0,Y,0,0,0, ,338.7516765
2991,19537,15824,0, ,11980,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,1086061,0,Y,0,0,0, ,294.9711116
2992,19562,15840,0, ,11985,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,43000000,0,Y,0,0,0, ,318.5251529
2993,19947,16210,0, ,12113,Surface Water,IN10,Paper manufacturing,Industrial,EXISTING source,,,720000,0,Y,0,0,0, ,318.9213706
2994,20433,16517,0, ,12307,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,5000000,0,Y,0,0,0, ,292.1864629
2995,20457,16531,0, ,12316,Surface Water,IN10,Paper manufacturing,Industrial,EXISTING source,,,37100000,0,Y,0,0,0, ,309.2043637
2996,20493,16564,71824,RV899,13229,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2011/11/29 00:00:00+00,2004/08/04 00:00:00+00,17280,500,N,308,307,17,Y,324.4138726
2997,20580,16631,0, ,12314,Surface Water,IN10,Paper manufacturing,Industrial,EXISTING source,,,40000000,0,Y,0,0,0, ,313.7001451
2998,20755,16785,36673,BE151,12405,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1984/10/11 00:00:00+00,1980/05/22 00:00:00+00,1440000,1440000,Y,0,0,0, ,351.9190216
2999,20839,16864,72196,YH614,12443,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/07/02 00:00:00+00,2012/07/18 00:00:00+00,864000,864000,Y,200,191,61,Y,252.2409973
3000,20858,16882,72437,WY222,12450,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/10/22 00:00:00+00,2013/02/28 00:00:00+00,1440000,1440000,Y,298,289,68,Y,357.3170549
3001,20910,16934,72126,VH244,12469,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/05/31 00:00:00+00,2012/06/12 00:00:00+00,1224000,1224000,Y,0,0,0, ,271.1775127
3002,20963,16984,72417,WY211,12490,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/10/16 00:00:00+00,2012/11/19 00:00:00+00,1152000,1152000,Y,220,187,85,N,272.3232475
3003,21023,17018,36756, ,12514,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1989/03/27 00:00:00+00,,1728000,1728000,Y,0,0,0, ,345.1372216
3004,21042,17036,36301,BD800,12521,Groundwater,IR10,Agricultural irrigation,Irrigation,REQUIRES filling & sealing,1952/12/12 00:00:00+00,1954/02/20 00:00:00+00,1008000,0,N,0,0,0, ,362.1237196
3005,21067,17286,2244,ME930,7203,Groundwater,IR10,Agricultural irrigation,Irrigation,MAY BE TERMINATED no documentation,1998/01/15 00:00:00+00,1998/12/01 00:00:00+00,1728000,1728000,Y,303,294,32,Y,325.4745706
3006,21207,17067,72384,UG499,12584,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,2012/09/27 00:00:00+00,2008/01/28 00:00:00+00,21600,2500,Y,306,273,45,N,317.757051
3007,21263,17495,509, ,11412,Groundwater,PS22,OTM - single-unit housing,Commercial,EXISTING source,1988/07/28 00:00:00+00,,93600,0,Y,0,0,0, ,343.4669235
3008,21261,17429,72421, ,12605,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,2012/10/17 00:00:00+00,,14400,8000,Y,0,0,0, ,369.1219529
3009,21413,17575,71650,WQ598,8666,Groundwater,PS31,Public/non-transient,Commercial,APPROVED well with well report,2011/10/13 00:00:00+00,2011/07/28 00:00:00+00,72000,20000,Y,309,308,17,Y,325.3282726
3010,21508,17670,71466, ,12647,Groundwater,PS42,Lodging,Commercial,APPROVED well with well report,2011/05/02 00:00:00+00,2005/07/25 00:00:00+00,28800,28800,Y,0,0,0, ,321.6645706
3011,21569,17730,72534,XE060,12664,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/11/30 00:00:00+00,2014/05/08 00:00:00+00,1440000,1440000,Y,302,290,59,Y,349.2703274
3012,21618,17779,72353, ,12682,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2012/09/11 00:00:00+00,1969/08/19 00:00:00+00,17280,1000,N,0,0,0, ,263.0302147
3013,21661,17821,72609, ,12701,Groundwater,DS11,Privt/single residence,Commercial,APPROVED new source,2013/01/09 00:00:00+00,,28800,1000,N,0,0,0, ,338.3645745
3014,21697,17855,72672,QN344,12718,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/01/29 00:00:00+00,2004/02/01 00:00:00+00,28800,2000,N,174,166,88,N,254.5881626
3015,18458,12336,84471,BG715,8669,Groundwater,PS11,Public utility,Public,APPROVED well with well report,1964/11/04 00:00:00+00,1964/11/01 00:00:00+00,1728000,1728000,Y,315,304,27,Y,331.5278941
3016,21838,17993,72451, ,9038,Groundwater,CO99,Commercial - other,Commercial,APPROVED well with well report,1989/04/05 00:00:00+00,1987/08/31 00:00:00+00,10080,10080,Y,0,0,0, ,295.7888849
3017,21933,18084,71944, ,7379,Groundwater,LV20,Non-dairy farming,Livestock,EXISTING source,2012/03/08 00:00:00+00,,14400,1000,Y,0,0,0, ,288.2652139
3018,21971,18122,24086,BD118,10634,Groundwater,IR23,Cranberry irrigation,Irrigation,EXISTING source,1979/04/30 00:00:00+00,1978/05/03 00:00:00+00,1728000,1728000,Y,0,0,0, ,319.8571274
3019,22100,18251,72080,ER131,12867,Groundwater,DS11,Privt/single residence,Commercial,APPROVED well with well report,2012/05/03 00:00:00+00,1993/09/10 00:00:00+00,28800,6000,Y,314,266,67,N,333.4938765
3020,22104,18255,72301, ,12869,Groundwater,IR24,Berry irrig not cranb,Irrigation,APPROVED well with well report,2012/08/13 00:00:00+00,2006/05/30 00:00:00+00,72000,2000,Y,0,0,0, ,353.2540471
3021,22138,18289,36540,BE034,12889,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1968/04/30 00:00:00+00,1968/06/11 00:00:00+00,1728000,1728000,Y,0,0,0, ,328.8426255
3022,22577,18724,72966, ,13070,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,2013/05/10 00:00:00+00,,1440000,1440000,N,0,0,0, ,287.2901479
3023,22586,18733,73067,XE544,13071,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/06/05 00:00:00+00,2013/07/20 00:00:00+00,1296000,1296000,Y,248,233,62,Y,294.743988
3024,22795,18935,73369,XE042,13154,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/09/05 00:00:00+00,2013/11/19 00:00:00+00,576000,576000,Y,285,279,27,Y,306.2203598
3025,22803,18943,72576,WZ996,10702,Groundwater,LV10,Dairy farming,Livestock,APPROVED well with well report,2013/01/17 00:00:00+00,2013/03/11 00:00:00+00,720000,720000,Y,255,209,105,N,314.5993274
3026,22813,18952,72757, ,7676,Groundwater,PS41,Public/transient,Commercial,APPROVED well with well report,2013/03/03 00:00:00+00,1989/08/29 00:00:00+00,64800,25900,Y,0,0,0, ,279.4927633
3027,22818,18957,72762,XA277,7676,Groundwater,PS41,Public/transient,Commercial,APPROVED well with well report,2013/03/07 00:00:00+00,2013/04/06 00:00:00+00,64800,64800,Y,255,223,50,N,272.9886394
3028,22851,18990,73329, ,13166,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,2013/08/29 00:00:00+00,,28800,1500,Y,0,0,0, ,255.6519928
3029,22932,19066,73115, ,13209,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,2013/06/20 00:00:00+00,,21600,1000,Y,0,0,0, ,265.644989
3030,22973,19105,72857, ,13191,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2013/05/06 00:00:00+00,,1224000,612000,Y,0,0,0, ,318.0252765
3031,22997,19127,72907, ,7240,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2013/11/29 00:00:00+00,,1008000,0,N,0,0,0, ,322.9813274
3032,23020,19150,72018, ,13255,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2012/04/04 00:00:00+00,,17280,1500,N,0,0,0, ,272.9261502
3033,23109,19233,73053,YK421,13295,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/12/04 00:00:00+00,2014/02/08 00:00:00+00,1440000,720000,Y,315,296,52,Y,348.1212255
3034,23218,19323,73202,XK672,13341,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/03/03 00:00:00+00,2014/09/05 00:00:00+00,1584000,1584000,Y,307,219,104,N,323.0392216
3035,23248,19350,73548,XE035,9386,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/10/21 00:00:00+00,2013/10/31 00:00:00+00,1440000,1440000,Y,300,290,31,Y,321.637149
3036,19755,16042,71400,VJ336,6793,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2011/02/17 00:00:00+00,2011/05/07 00:00:00+00,1440000,1440000,Y,254,245,69,Y,313.483749
3037,19844,16131,68527,WI803,12096,Groundwater,IR22,Orchards/nursery irrig,Irrigation,APPROVED well with well report,2006/11/01 00:00:00+00,2006/11/21 00:00:00+00,115200,62000,Y,215,210,67,Y,277.2357104
3038,20857,16881,72436, ,12450,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,2012/10/22 00:00:00+00,1983/08/02 00:00:00+00,28800,20000,Y,0,0,0, ,358.5423196
3039,21030,17024,72416,YI535,12517,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/10/12 00:00:00+00,2012/12/07 00:00:00+00,1296000,1296000,Y,186,141,125,N,265.6900024
3040,21919,18070,71735, ,6560,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,2011/09/12 00:00:00+00,,1296000,1296000,N,0,0,0, ,321.1190039
3041,21999,18150,71995,VC010,12800,Groundwater,LV10,Dairy farming,Livestock,LOCAP Residential or Fire Well,2012/03/26 00:00:00+00,2010/10/29 00:00:00+00,21600,600,N,259,258,17,Y,275.163688
3042,22105,18256,72304,WY194,12869,Groundwater,IR24,Berry irrig not cranb,Irrigation,APPROVED well with well report,2012/08/14 00:00:00+00,2012/09/21 00:00:00+00,1152000,1152000,Y,331,322,31,Y,353.641149
3043,22814,18953,72758, ,7676,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/03/03 00:00:00+00,,28800,17000,N,0,0,0, ,266.6804849
3044,22854,18993,73332,XH679,13166,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/08/29 00:00:00+00,2013/09/10 00:00:00+00,1440000,1440000,Y,183,174,83,N,257.1220093
3045,21922,18073,72022,WU630,6565,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/06/25 00:00:00+00,2012/05/18 00:00:00+00,1152000,1152000,Y,312,303,24,Y,326.6510941
3046,23540,19602,73575,XE071,13467,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/04/24 00:00:00+00,2014/06/05 00:00:00+00,1440000,1440000,Y,274,261,41,Y,302.3143471
3047,23618,19651,73610,YM563,13490,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/07/22 00:00:00+00,2015/03/30 00:00:00+00,1440000,1440000,Y,299,280,75,Y,355.1438294
3048,23622,19655,73612, ,13496,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2014/02/24 00:00:00+00,1979/01/18 00:00:00+00,28800,2000,N,0,0,0, ,322.3564726
3049,23682,19715,72102,WW846,9468,Groundwater,PS42,Lodging,Commercial,APPROVED well with well report,2012/05/22 00:00:00+00,2012/06/12 00:00:00+00,108000,5000,Y,218,215,59,Y,273.9581988
3050,23718,19748,73668,XK665,13520,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/05/13 00:00:00+00,2014/06/18 00:00:00+00,1584000,1584000,Y,284,270,23,Y,293.5367247
3051,23733,19762,73682, ,13525,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2014/07/17 00:00:00+00,,1440000,1440000,N,0,0,0, ,293.9061347
3052,23735,19764,4130, ,9620,Groundwater,PS22,OTM - single-unit housing,Commercial,LOCAP Residential or Fire Well,2013/02/08 00:00:00+00,,86400,1000,N,0,0,0, ,256.8470386
3053,23746,19775,68723, ,9620,Groundwater,PS23,OTM - multi-unit housing,Commercial,LOCAP Residential or Fire Well,2013/02/08 00:00:00+00,,86400,4000,N,0,0,0, ,270.9510522
3054,23759,19788,73705,MZ371,13533,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2014/07/23 00:00:00+00,1999/06/21 00:00:00+00,14400,14400,N,305,303,23,Y,326.3036549
3055,23762,19791,73707,XP276,13535,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/04/21 00:00:00+00,2015/08/26 00:00:00+00,1152000,1152000,Y,319,224,107,N,330.8512471
3056,23776,19803,69195,XI970,13541,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/01/09 00:00:00+00,2014/11/01 00:00:00+00,1440000,1440000,Y,202,140,101,N,240.2494471
