OBJECTID,ASSESSMENT_UNIT_SEQ_NO,OFFICIAL_NAME,LOCAL_NAME,WATER_TYPE,START_MILE_NO,END_MILE_NO,WATER_TYPE_SIZE_AMT,MEASUREMENT_UNIT,TROUT_CLASS_CODE,WBIC,ORW_ERW,IMPAIRED_WATER_LISTED_FLAG,FED_WILD_SCENIC_FLAG,CLASSIFICATION,CLASSIFICATION_STATUS,DECISION_DATE,INFO_SOURCES,DOCUMENT_URL,ASSESSMENT_UNIT_COMMENT,SHAPELEN
13743,1515569,Unnamed,Beaver Creek,RIVER,0,0.79,0.79,MILES,CLASS I,5012788,ERW,N,,NA,NA,NA,NA,NA,This Au: entire stream ,1275.2159363938
13744,13745,Regan Creek,Regan Creek,RIVER,0.87,2.57,1.7,MILES,CLASS II,910400,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: first tributary to the headwaters.,2727.91936308108
13745,13744,Regan Creek,Regan Creek,RIVER,0,0.87,0.87,MILES,CLASS II,910400,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: mouth to first tributary,1400.12498727542
13746,18020,La Budde Creek,Labudde Creek,RIVER,3.05,6.97,3.92,MILES,CLASS I,54800,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: Badger Rd. to the headwaters.,6301.07255339371
13747,905079,Unnamed,Trib To Williams-Barneveld Creek,RIVER,0,1.24,1.24,MILES,CLASS II,5036197,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,"This AU: entire stream
",1989.22523090565
13748,15304,Big Weirgor Creek,Big Wiergor Creek,RIVER,0,20.53,20.53,MILES,CLASS III,2370400,ERW,N,,Class III Trout,Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book, SWIMS Data and Professional Decision",NA,"This AU: mouth to just beyond tributary that crosses Fire Lane Road
",33039.7515650599
13749,1458123,Creek 21-8 T34n  R11e ,Creek 21-8 T34n  R11e ,RIVER,0,1.42,1.42,MILES,CLASS I,397550,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",2285.00447635916
13750,943108,Unnamed,Creek 33-5,RIVER,0,0.04,0.04,MILES,CLASS I,544900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: Entire creek,58.55481734322
13751,13756,Ley Creek,Ley Creek,RIVER,2.85,4.17,1.32,MILES,CLASS I,911500,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU:  Second tributary above CTH BB to the headwaters.,2124.40375121867
13752,11186,Neopit Creek,Neopit Creek,RIVER,0,7.91,7.91,MILES,CLASS I,343100,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,12728.7260764675
13753,942019,Unnamed,Brooks Creek,RIVER,0,0.95,0.95,MILES,CLASS I,521800,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Entire creek,1525.19185443059
13754,1453211,South Branch Pike River,South Branch Pike River,RIVER,4.39,19.48,15.09,MILES,CLASS II,623900,ORW,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: From Road S 28 (36N18E) to Benson L Rd ,24284.9412028006
13757,946059,Unnamed,Creek 24-16d,RIVER,0,0.09,0.09,MILES,CLASS I,625400,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: Entire stream,149.703967347264
13759,12562,Manacke Creek,Manacke Creek,RIVER,0,4.78,4.78,MILES,CLASS I,1484100,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,7689.59936710177
13760,13718,Canon Creek,Cannon Creek,RIVER,0,7.67,7.67,MILES,CLASS II,904500,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,This AU: entire stream,12347.1113983676
13761,10085,Gooseville Creek,Gooseville Creek ,RIVER,0,0.88,0.88,MILES,CLASS I,32000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: mouth to first tributary just east of Lynn Road,1416.21893918518
13762,11183,West Branch Wolf River,Wolf River-W. Branch,RIVER,0,14.29,14.29,MILES,CLASS II,341900,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package",NA,"This AU:  Mouth to Neopit Millpond dam
",22997.4685837311
13763,940916,Messenger Creek,Messenger Creek,RIVER,1.06,3.57,2.51,MILES,CLASS II,518400,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, SWIMS Data and Professional Decision, Total Phosphorus Package - Streams",NA,This AU: From Charolis Rd to County Hwy B,4039.44302131188
13764,18129,O'Keefe Creek,O Keefe Creek,RIVER,2.36,11.33,8.97,MILES,CLASS II,176800,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,This AU:  Mud Lake to the headwaters.,14435.5955749366
13766,10797,Walla Walla Creek,Walla Walla Creek,RIVER,1.59,10.23,8.64,MILES,CLASS II,254000,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: County Road X to headwaters,13904.6996136423
13768,13705,Brennan Creek,Brennan Creek,RIVER,1.32,4.68,3.36,MILES,CLASS II,905700,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU:  Highway 78 to the headwaters.,5399.8223182789
13769,18549,Brennan Creek,Brennan Creek,RIVER,0,1.32,1.32,MILES,CLASS II,905700,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU:  Mouth to Highway 78.,2124.32882999718
13770,12588,Unnamed,"Unnamed Creek 14-7 (T34n,R9e,S14,Nwsw,34)",RIVER,0,0.53,0.53,MILES,CLASS II,1492700,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,853.211906335775
13771,897039,Harris Creek,Harris Creek,RIVER,0,0.29,0.29,MILES,CLASS II,758500,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream,468.210664841057
13772,11195,Camp 15 Creek,Camp 15 Creek,RIVER,0,1.55,1.55,MILES,CLASS II,346300,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"AU: entire stream
",2498.16910426064
13773,10579,Unnamed,Un Creek (T33n-R13e-S18),RIVER,0,0.91,0.91,MILES,CLASS I,379900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,1467.11433528013
13775,18419,Gudegast Creek,Gudegast Creek,RIVER,4.15,6.77,2.62,MILES,CLASS III,1573900,,N,,Class III Trout,Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: From Spafford Rd (between S16 and S17) upstream to Spafford Rd in S3.,4216.47186911591
13776,12936,Pioneer Creek,Pioneer Creek,RIVER,3.32,5.32,2,MILES,CLASS I,1623000,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: From County Road K plus 2 miles,3218.67965267212
13779,18079,Whitefish Bay Creek,Whitefish Bay Creek,RIVER,0,1.2,1.2,MILES,CLASS II,97500,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: entire stream (mouth to Clark Lake),1934.00274306929
13780,1519151,Unnamed,Creek 12-15 (Russell Valley),RIVER,0,2.59,2.59,MILES,CLASS I,1658700,,N,,Cold  (Class I Trout),Official,,Trout Book: 2008 Wisconsin Trout Streams,"""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=28460507""",This AU: entire stream ,4165.76185941707
13782,11181,Wayka Creek,Wayka Creek,RIVER,0,2.01,2.01,MILES,CLASS I,341800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,3229.73454168841
13785,12746,Unnamed,"Unnamed Creek 28-1 (T37n,R6e,S28,Nene,44)",RIVER,0,0.07,0.07,MILES,CLASS I,1524600,ERW,N,,Cold  (Class I Trout),Official,,NA,NA,This AU: entire stream ,118.138539685834
13786,11179,Chickney Creek,Chickney Creek,RIVER,0,2.31,2.31,MILES,CLASS I,341500,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream
",3719.08199998185
13789,18127,Neenah Creek,Neenah Creek,RIVER,28.73,38.78,10.05,MILES,CLASS I,173800,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Temperature Assessment Package, Trout Book: 2002 Spatial Data",NA,"This AU:  Neenah Lake to the headwaters.
",16181.5641874154
13790,10730,Neenah Creek,Neenah Creek,RIVER,19.35,28.73,9.38,MILES,CLASS III,173800,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: CTH P to Neenah Lake in Oxford.,15095.6081629005
13792,12525,Pine River,Pine River,RIVER,6.29,17.5,11.21,MILES,CLASS III,1475800,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: From State Highway 64 to Lincoln/Langlade county line.
",18040.7012380686
13793,12526,Pine River,Pine River,RIVER,17.5,23.48,5.98,MILES,CLASS II,1475800,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: Headwaters to Langlade/Lincoln county line.,9631.63847044312
13795,312330,Middle Br Peshtigo River,Middle Branch Peshtigo River,RIVER,6.07,12.67,6.6,MILES,CLASS III,578500,ERW,N,,Class III Trout,Official,,Trout Book: 2002 Spatial Data,NA,This AU: From South Branch Peshtigo River to headwater,10620.6400272344
13796,1438999,Augustine Creek,Augustine Creek,RIVER,1.88,10.45,8.57,MILES,CLASS I,2410600,ERW,N,,Cold  (Class I Trout),Official,01/01/1980,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: from mercer road to the headwaters ,13792.044954084
13802,17613,Fish Creek,Eileen Creek,RIVER,0,1.3,1.3,MILES,CLASS II,2887700,ORW,N,,Cold  (Class II Trout),Official,,NA,NA,This AU: entire stream.,2091.75252401846
13803,17642,White River,White River,RIVER,63.03,66.58,3.55,MILES,CLASS I,2892500,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,This AU: Just east of tributary by White River Road to N/S Fork in White River. ,5718.42404475273
13805,904161,Unnamed,Crystal Creek Tributary,RIVER,0,3.54,3.54,MILES,CLASS III,834100,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: entire stream,5697.72371879743
13807,310402,McKenzie Creek,Mckenzie Creek,RIVER,3.73,5.8,2.07,MILES,CLASS II,2666600,ORW,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: County Hwy W to Mohnson Creek,3331.33341226961
13808,16777,McKenzie Creek,Mckenzie Creek,RIVER,0,3.73,3.73,MILES,CLASS I,2666600,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: mouth to County Hwy W,6002.8392914108
13810,13631,Story Creek,Story Creek (Tipperary),RIVER,5.71,12.54,6.83,MILES,CLASS I,885400,ERW,N,,Cold  (Class I Trout),Official,10/08/2020,"Trout Fisheries Methodology, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, SWIMS Data and Professional Decision","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=259189626""",This AU: Dane-Green county line to the headwaters.,10988.3836027474
13811,13630,Story Creek,Tipperary Creek,RIVER,0,5.7,5.7,MILES,CLASS I,885400,ERW,N,,Cold  (Class I Trout),Official,10/08/2020,"Fish Community Survey Data, Trout Fisheries Methodology, Trout Book: 2002 Spatial Data","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=259189626""",This AU: Mouth to Green-Dane county line,9173.23737309532
13812,1457200,Unnamed,Creek 30-15,RIVER,0,1.76,1.76,MILES,CLASS I,5008291,,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,"This AU: entire stream
",2825.09815845676
13813,15870,Engle Creek,Engle Creek,RIVER,0,8.65,8.65,MILES,CLASS I,2099000,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,13919.0989537432
13814,1490060,Buena Vista Creek,Lower Buena Vista [Ditch #2],RIVER,7.99,9.48,1.49,MILES,CLASS II,1391300,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU:  Wazeecha Lake inlet to 95th St.,2397.91697409476
13815,16060,Fortyone Creek,Fortyone Creek,RIVER,0,5.73,5.73,MILES,CLASS I,2114400,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,9228.56386445856
13817,1515289,Unnamed,North Trout Creek Springs,RIVER,0,0.03,0.03,MILES,CLASS I,5003249,ERW,N,,Cold  (Class I Trout),Official,,NA,NA,"This AU: entire stream
Part of the North Trout Creek Springs.",43.1495226339646
13818,11252,Spring Creek,Spring Creek,RIVER,0,5.16,5.16,MILES,CLASS I,364500,ERW,N,,Cold  (Class I Trout),Official,,"Temperature Assessment Package, Trout Book: 2002 Spatial Data, SWIMS Data and Professional Decision, Trout Book: 1980 Blue Book",NA,This AU: entire stream,8296.24626936825
13819,1500923,Unnamed,Unnamed Creek 8-3,RIVER,0,2.24,2.24,MILES,CLASS II,2118900,,N,,Cold  (Class II Trout),Official,,Trout Book: 2008 Wisconsin Trout Streams,"""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=25630290""","This AU: entire stream, headwaters to mouth at Muddy Creek",3611.66138923224
13820,10576,Unnamed,Un Creek (T33n-R13e-S22),RIVER,0,0.9,0.9,MILES,CLASS II,379400,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,1446.6420513168
13821,12255,Leola Ditch,Leola Ditch,RIVER,1.78,9.03,7.25,MILES,CLASS II,1378300,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, SWIMS Data and Professional Decision, Total Phosphorus Package - Streams",NA,This AU: CTH D to the headwaters.,11670.4862339748
13823,1487246,Unnamed,Creek 16-14b T30n R12e,RIVER,0,0.56,0.56,MILES,CLASS I,5009179,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream ,896.114541356422
13824,1491501,Smith Creek,Smith Creek (Twn Of Lake),RIVER,2.07,8.26,6.19,MILES,CLASS II,2289100,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: from Ashland-Price county line downstream to CTH E - REMOVE PRICE COUNTY FROM INTERSECTED COUNTIES.,9961.81535757401
13826,1443098,Deer Creek,Deer Creek,RIVER,2.73,5.97,3.24,MILES,CLASS II,2374200,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: From Serly Camp Trail upstream to Rusk/Sawyer county line.,5214.26106197303
13827,15669,North Branch Wilson Creek,North Branch Wilson Creek,RIVER,0,9.26,9.26,MILES,CLASS II,2067200,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Chloride Assessment Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, Total Phosphorus Package - Streams, Trout Book: 1",NA,This AU: entire stream,14895.1631225718
13828,16659,Cowan Creek,Cowan Creek,RIVER,0,8.39,8.39,MILES,CLASS II,2636100,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,13494.8634166671
13829,14886,Pinkerton Creek,Pinkerton Creek,RIVER,0,5.17,5.17,MILES,CLASS II,2288000,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,8318.85550585403
13830,4696311,Unnamed,Unnamed(T46-R10W-S30-12b),RIVER,0,0.32,0.32,MILES,CLASS I,4000032,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Fish IBI Analysis Package, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89208970"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89208581""","This AU: Entire stream
Class I trout water ",508.588312799746
13831,18078,Lilly Bay Creek,Lilly Bay Creek,RIVER,0,1.76,1.76,MILES,CLASS II,97100,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to 1/4 mile north of CTH T.,2832.43870710681
13832,11368,Feldners Creek,Feldner'S Creek,RIVER,0.94,2.08,1.14,MILES,CLASS II,61000,ERW,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU:  Mischos Pond to headwaters.,1831.49580516921
13833,13788,Lovett Creek,Lovetts Creek,RIVER,0,4.13,4.13,MILES,CLASS II,920700,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,"This AU:  Mouth to tributary north of Lancaster Road
",6646.57212083144
13834,13789,Lovett Creek,Lovetts Creek,RIVER,4.13,6.78,2.65,MILES,CLASS II,920700,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Tributary north of Lancaster Road to headwaters,4270.8573169295
13835,1439300,Bad River,Bad River,RIVER,62.2,71.28,9.08,MILES,CLASS II,2891900,ORW,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Temperature Assessment Package, Trout Book: 2002 Spatial Data",NA,"This AU: Thim Road to Minnie Creek.

Trout ID:  2753, 2754, 2755
Class:       2
",14612.8075814514
13836,14145,Stony Creek,Stony Creek,RIVER,0,8.15,8.15,MILES,CLASS III,1696900,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: entire stream,13115.8096047917
13837,18441,Camels Creek,Camels Creek,RIVER,1.87,3.85,1.98,MILES,CLASS I,1297500,ERW,N,,Cold  (Class I Trout),Official,01/02/2023,Trout Book: 2002 Spatial Data,NA,This AU: Bluebird Lane to the headwaters.,3193.10035811238
13838,13773,Brown Br,Brown Branch,RIVER,0,4.6,4.6,MILES,CLASS II,915900,,Y,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to Brown Rd.,7402.96302934409
13839,14098,Washington Coulee Creek,Washington Coulee Creek,RIVER,0,3.74,3.74,MILES,CLASS I,1683700,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream ,6022.25501765717
13840,1515868,Little Wolf River,Little Wolf River,RIVER,51.61,51.92,0.31,MILES,CLASS I,272400,ORW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: second crossing of Waupaca - Portage Co line to third crossing of Waupaca - Portage Co line.,498.895121052011
13841,14096,Bear Creek,Bear Creek,RIVER,0,4.9,4.9,MILES,CLASS I,1683100,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Temperature Assessment Package, Trout Book: 2002 Spatial Data",NA,This AU: entire stream,7878.23840864949
13842,1519125,Unnamed,Creek 5-10,RIVER,0,2.18,2.18,MILES,CLASS I,3000027,,N,,Cold  (Class I Trout),Official,,Trout Book: 2008 Wisconsin Trout Streams,"""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=28464853"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=26264001"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=26879389""","This AU: entire stream
",3503.59917288586
13844,13707,Sawmill Creek,Sawmill Creek,RIVER,4.03,8.42,4.39,MILES,CLASS II,906000,,N,,Cold  (Class II Trout),Official,01/01/1980,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU: Lafayette-Green county line to Hay Hollow Road,7065.00243929087
13845,13706,Sawmill Creek,Sawmill Creek,RIVER,0,4.03,4.03,MILES,CLASS II,906000,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to the Lafayette-Green county line.,6485.64057588622
13846,18550,Sawmill Creek,Sawmill Creek,RIVER,8.42,12.33,3.91,MILES,CLASS II,906000,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Hay Hollow Rd. to the headwaters.,6285.30312816241
13847,903740,Unnamed,Thornberry Creek,RIVER,0,1.43,1.43,MILES,CLASS I,410050,,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package",NA,"This AU: entire stream
",2307.91526134311
13848,13743,Schmidt Creek,Schmidt Creek,RIVER,1.07,1.97,0.9,MILES,CLASS II,910300,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Third tributary to the headwaters,1452.16558067809
13849,13742,Schmidt Creek,Schmidt Creek,RIVER,0,1.07,1.07,MILES,CLASS II,910300,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: mouth to third tributary,1721.99400833024
